DialogueVoice,Persona,GameplayTag,Caption,Name,SourcePath,MaxPlaysPerCampaign,MaxPlaysPerMission,CooldownNumMissions,CooldownTimeSeconds,AllowSelfContextInterrupt,AllowLowerPriorityInterrupt,IsServerOnly,IsLineDisabled
Rebel_DV,Rebel_Persona,DialogueContext.CharacterDialogue.Mission.Intro,Let's see how fast it will burn!,PilotN36,pilot/POAllyRebel/PilotN36.wav,,,,,,,,
Rebel_DV,Rebel_Persona,DialogueContext.CharacterDialogue.Mission.Intro,Let's see how much you can take!,PilotN34,pilot/POAllyRebel/PilotN34.wav,,,,,,,,
Rebel_DV,Rebel_Persona,DialogueContext.CharacterDialogue.Mission.Intro,I'm on it!,PilotN0,pilot/POAllyRebel/PilotN0.wav,,,,,,,,
Rebel_DV,Rebel_Persona,DialogueContext.CharacterDialogue.Mission.Intro,Rebel here.,PilotN9,pilot/POAllyRebel/PilotN9.wav,,,,,,,,
Rebel_DV,Rebel_Persona,DialogueContext.CharacterDialogue.Mission.Intro,This is Rebel.,PilotN10,pilot/POAllyRebel/PilotN10.wav,,,,,,,,
Rebel_DV,Rebel_Persona,DialogueContext.CharacterDialogue.Pilot.Hired,Rebel here.,PilotN9,pilot/POAllyRebel/PilotN9.wav,,,,,,,,
Rebel_DV,Rebel_Persona,DialogueContext.CharacterDialogue.Pilot.Hired,Acknowledged!,PilotN1,pilot/POAllyRebel/PilotN1.wav,,,,,,,,
Rebel_DV,Rebel_Persona,DialogueContext.CharacterDialogue.Pilot.Hired,This is Rebel.,PilotN10,pilot/POAllyRebel/PilotN10.wav,,,,,,,,
Rebel_DV,Rebel_Persona,DialogueContext.CharacterDialogue.Pilot.Intro,Rebel here.,PilotN9,pilot/POAllyRebel/PilotN9.wav,,,,,,,,
Rebel_DV,Rebel_Persona,DialogueContext.CharacterDialogue.Pilot.Intro,Acknowledged!,PilotN1,pilot/POAllyRebel/PilotN1.wav,,,,,,,,
Rebel_DV,Rebel_Persona,DialogueContext.CharacterDialogue.Pilot.Intro,This is Rebel.,PilotN10,pilot/POAllyRebel/PilotN10.wav,,,,,,,,
Rebel_DV,Rebel_Persona,DialogueContext.Command.Affirmative,I'm on it!,PilotN0,pilot/POAllyRebel/PilotN0.wav,,,,,,,,
Rebel_DV,Rebel_Persona,DialogueContext.Command.Affirmative,Acknowledged!,PilotN1,pilot/POAllyRebel/PilotN1.wav,,,,,,,,
Rebel_DV,Rebel_Persona,DialogueContext.Command.Affirmative,Quick as I can sir.,PilotN2,pilot/POAllyRebel/PilotN2.wav,,,,,,,,
Rebel_DV,Rebel_Persona,DialogueContext.Command.Affirmative.Attack,I'm on it!,PilotN0,pilot/POAllyRebel/PilotN0.wav,,,,,,,,
Rebel_DV,Rebel_Persona,DialogueContext.Command.Affirmative.Attack,Acknowledged!,PilotN1,pilot/POAllyRebel/PilotN1.wav,,,,,,,,
