DialogueVoice,Persona,GameplayTag,Caption,Name,SourcePath,MaxPlaysPerCampaign,MaxPlaysPerMission,CooldownNumMissions,CooldownTimeSeconds,AllowSelfContextInterrupt,AllowLowerPriorityInterrupt,IsServerOnly,IsLineDisabled
Palerider_DV,Palerider_Persona,DialogueContext.CharacterDialogue.Mission.Intro,This should be quick,pilotp32,pilot/POAllyPalerider/pilotp32.wav,,,,,,,,
Palerider_DV,Palerider_Persona,DialogueContext.CharacterDialogue.Mission.Intro,Palerider here.,pilotp37,pilot/POAllyPalerider/pilotp37.wav,,,,,,,,
Palerider_DV,Palerider_Persona,DialogueContext.CharacterDialogue.Mission.Intro,It's Palerider.,pilotp38,pilot/POAllyPalerider/pilotp38.wav,,,,,,,,
Palerider_DV,Palerider_Persona,DialogueContext.CharacterDialogue.Pilot.Intro,Palerider here.,pilotp37,pilot/POAllyPalerider/pilotp37.wav,,,,,,,,
Palerider_DV,Palerider_Persona,DialogueContext.CharacterDialogue.Pilot.Intro,It's Palerider.,pilotp38,pilot/POAllyPalerider/pilotp38.wav,,,,,,,,
Palerider_DV,Palerider_Persona,DialogueContext.Command.Affirmative,I'm on it.,pilotp0,pilot/POAllyPalerider/pilotp0.wav,,,,,,,,
Palerider_DV,Palerider_Persona,DialogueContext.Command.Affirmative,Okay.,pilotp1,pilot/POAllyPalerider/pilotp1.wav,,,,,,,,
Palerider_DV,Palerider_Persona,DialogueContext.Command.Affirmative,Sure thing.,pilotp2,pilot/POAllyPalerider/pilotp2.wav,,,,,,,,
Palerider_DV,Palerider_Persona,DialogueContext.Command.Affirmative.Attack,I'm on it.,pilotp0,pilot/POAllyPalerider/pilotp0.wav,,,,,,,,
Palerider_DV,Palerider_Persona,DialogueContext.Command.Affirmative.Attack,Okay.,pilotp1,pilot/POAllyPalerider/pilotp1.wav,,,,,,,,
Palerider_DV,Palerider_Persona,DialogueContext.Command.Affirmative.Attack,Sure thing.,pilotp2,pilot/POAllyPalerider/pilotp2.wav,,,,,,,,
Palerider_DV,Palerider_Persona,DialogueContext.Command.Affirmative.Attack,"Ha, shooting from the hip.",pilotp3,pilot/POAllyPalerider/pilotp3.wav,,,,,,,,
Palerider_DV,Palerider_Persona,DialogueContext.Command.Affirmative.Attack,I got him!,pilotp35,pilot/POAllyPalerider/pilotp35.wav,,,,,,,,
Palerider_DV,Palerider_Persona,DialogueContext.Command.Affirmative.Attack,Good as dead.,pilotp36,pilot/POAllyPalerider/pilotp36.wav,,,,,,,,
Palerider_DV,Palerider_Persona,DialogueContext.Command.Affirmative.Attack,See you in Hell!,pilotp33,pilot/POAllyPalerider/pilotp33.wav,,,,,,,,
